191149,Diego C B Mariano,97598,SIMBA: a web tool for managing bacterial genome assembly generated by Ion PGM sequencing technology,bmc,2016,5,1
94275,Raquel C de Melo-Minardi,98025,Vermont: a multi-perspective visual interactive platform for mutational analysis,bmc,2017,93,7
